,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,cr,bigcat,cat_name,human_typ,radius,within_cat_distance,between_cat_distance
0,0,-0.6840002907508106,-0.1025103643963067,-0.0019772713040398,-0.16112621665228,-0.0836029985298344,-0.5450687680683385,-0.1566592657846715,-0.3153566023510954,-0.0401650470180814,0.0025899919618233,-0.1027626631643635,0.261239384279143,0.1568718271249949,-0.0645673740642341,0.0049228952807583,-0.1955446354950087,0.7797390820360361,1,animal,4.87435226758206,1.03917152123559,-0.13834992333782226,1.1810848376346557
1,1,-0.4800925343187354,-0.3474899283062133,-0.0397160738127693,-0.0609307241762688,-0.2046512694112149,-0.0334598420000808,-0.0168723494829598,-0.2715561738016485,0.130586001628268,0.351591628160576,0.1345204419499169,0.4585943874236795,0.0489719392902974,-0.10102969823699,0.0231032198713422,-0.3376680345684185,0.7984847327250593,13,home decor,6.37455507181896,0.9847790593071845,-0.09379658551385872,1.1200432378748724
2,2,-0.4551506176748511,-0.1389252300962885,0.128791007214734,-0.2285925211581062,0.2355324797273538,0.2928373781790281,0.0520479376746181,-0.3597134091193247,0.3253559298032951,-0.0297300861585728,0.344954398641028,0.3598670467271965,-0.0049339980780035,-0.2582382679560867,-0.1953350087344829,-0.4898413110182366,0.7528452093783106,18,musical instrument,5.342845892356779,1.1263595264000257,0.013478825169969455,1.2629362173639351
3,3,-0.2537004832709558,-0.1447115559780165,0.0928749962944993,-0.1975411784024159,-0.1478200585468723,-0.0854649766103083,0.4934894075212251,-0.3947508079525195,-0.0977142511622207,0.2890422658817663,-0.0270985574002284,0.6149207476963265,-0.2596159720426439,0.0733718772665327,0.2039238350559133,-0.3875159839664425,0.7618513406522875,99,,4.655668531580393,1.139281131745333,-0.07963367211355021,1.1356633933874616
4,4,-0.1673908050933036,0.1401083558420053,-0.12274328093838,0.1340706582933927,0.1318308835431445,-0.141127228109355,0.153950180886339,-0.1484268561993928,0.3594548772274913,-0.0512084192688508,-0.0941091785802131,0.4436865128419565,0.4018139878278968,0.0919311788390118,-0.3462587250175064,-0.3059484289707796,0.7944662057985066,9,electronic device,5.28888605838626,0.9405679624981451,0.013629262812249854,1.2020271174417647
5,5,-0.1015751594977691,0.1366328395406212,0.2666798474271356,-0.0250944037474327,0.0050910000822809,-0.1181576944240384,0.229283815096696,-0.2459063486983478,0.1788351921630214,-0.2133739789275844,-0.1193901367182391,0.2021976574316461,0.1727485521274221,0.1638073657114349,-0.0733212937671863,-0.3663099437303731,0.805999844651182,12,furniture,6.013500985445796,0.7460860243931152,-0.13986944832531123,1.0886480572772015
6,6,-0.0015447021999224,-0.0816766679573284,-0.1469621354382225,-0.3986252839827,0.2948521969517074,-0.3212894709649336,-0.188131222099913,-0.182271411131949,0.2102814319514094,0.3982129918292649,0.0644923247896358,0.2359686187178243,-0.4501229068370972,0.0125481902177868,-0.2819816532717003,-0.5876902807807148,0.7251907697869563,23,tool,5.90325632300001,1.1559620843375698,0.011086196895267464,1.2419089966813228
7,7,-0.0464501299358229,0.2890308114771831,0.1449491252813068,0.0657579761031477,0.2869245579024382,-0.2928782660868524,0.0368836645001684,0.1584114920946366,0.4085929352529509,-0.0920435044780729,-0.1833310580828748,0.0978555780729435,0.0454325995915689,0.1933823358054734,0.043063685626542,-0.5786278668543611,0.7951560114950681,20,part of car,2.975798193492376,0.9488521980813317,0.15458924411929476,1.2254354017237332
8,8,-0.1929899810603063,-0.1687755980195945,-0.1338150642863403,-0.1263934039871654,0.4327857355829045,-0.1883494947686478,0.0211293538618872,-0.2743802659202963,0.6786361057287188,0.2750374008678263,-0.2668052118032188,0.1360656029830655,-0.1583705501570161,-0.1389222430667315,0.0667623929725972,-0.4551525922061677,0.7435045885816449,26,vehicle,5.91208449606644,1.13137758048369,-0.13985549750815562,1.2102008687450256
9,9,-0.1031301774404289,-0.1641376724606079,-0.3274131519823984,-0.1894632710887498,0.3076640791333211,-0.4462468087643875,-0.128826005811833,-0.3969308226170056,0.5854267681775069,0.0935006162353112,-0.2622737147624532,0.0263142499493719,0.0055661188126177,-0.4434344045210199,0.130209836415205,-0.4242387093708067,0.7626539564322118,26,vehicle,7.784419620577442,1.2096120344973607,-0.02774956821333685,1.322826388684584
